娛樂綜藝,#genre#
經典電影臺,https://stream1.freetv.fun/jing-dian-dian-ying-17.m3u8
經典電影臺,https://stream1.freetv.fun/jing-dian-dian-ying-18.m3u8
經典電影臺,https://stream1.freetv.fun/jing-dian-dian-ying-19.m3u8
經典電影臺,https://stream1.freetv.fun/jing-dian-dian-ying-2.m3u8
經典電影臺,https://stream1.freetv.fun/jing-dian-dian-ying-20.m3u8
經典電影臺,https://stream1.freetv.fun/jing-dian-dian-ying-4.m3u8
經典電影臺,https://stream1.freetv.fun/jing-dian-dian-ying-6.m3u8
經典電影臺,https://stream1.freetv.fun/jing-dian-dian-ying-7.m3u8
經典電影臺,https://stream1.freetv.fun/jing-dian-dian-ying-8.m3u8
經典電影臺,https://stream1.freetv.fun/jing-dian-dian-ying-dian-xin-1.m3u8
靖天日本,https://stream1.freetv.fun/jing-tian-ri-ben-1.m3u8
靖天映畫,https://stream1.freetv.fun/jing-tian-ying-hua-1.m3u8
靖天電影,https://stream1.freetv.fun/jing-tian-dian-ying-5.m3u8
靖天電影台,http://aktv.top/AKTV/live/aktv/null-6/AKTV.m3u8
靖天戲劇,https://stream1.freetv.fun/jing-tian-xi-ju-1.m3u8
靖洋戲劇,https://stream1.freetv.fun/jing-yang-xi-ju-1.m3u8
臺灣戲劇臺,https://stream1.freetv.fun/tai-wan-xi-ju-2.m3u8
影迷數位電影臺,https://stream1.freetv.fun/ying-mi-shu-wei-dian-ying-3.m3u8
緯來電影,https://stream1.freetv.fun/wei-lai-dian-ying-3.m3u8
緯來戲劇,https://stream1.freetv.fun/wei-lai-xi-ju-1.m3u8
龍祥電影,https://stream1.freetv.fun/long-xiang-dian-ying-4.m3u8
龍華日韓,https://stream1.freetv.fun/long-hua-ri-han-5.m3u8
龍華日韓台,http://aktv.top/AKTV/live/aktv/null-22/AKTV.m3u8
龍華洋片,https://stream1.freetv.fun/long-hua-yang-pian-1.m3u8
龍華洋片,https://stream1.freetv.fun/long-hua-yang-pian-2.m3u8
龍華經典,https://stream1.freetv.fun/long-hua-jing-dian-2.m3u8
龍華經典,https://stream1.freetv.fun/long-hua-jing-dian-3.m3u8
龍華經典台,http://aktv.top/AKTV/live/aktv/null-7/AKTV.m3u8
龍華電影,https://stream1.freetv.fun/long-hua-dian-ying-2.m3u8
龍華電影台,http://aktv.top/AKTV/live/aktv/null-23/AKTV.m3u8
龍華戲劇,https://stream1.freetv.fun/long-hua-xi-ju-4.m3u8
🎳運動體育🏀,#genre#
25V0104版,
DAZN 1(TW),https://stream1.freetv.fun/dazn-1-uhd-1.m3u8
DAZN 1(TW),https://stream1.freetv.fun/dazn-portugues-1.m3u8
DAZN 2(TW),https://stream1.freetv.fun/dazn2-1.m3u8
DAZN2體育,rtmp://f13h.mine.nu:1935/sat/tv741
Eleven sports,https://stream1.freetv.fun/elevensport-4k-1.m3u8
Eleven sports,https://stream1.freetv.fun/eleven-sports-1-4.m3u8
Eleven sports,https://stream1.freetv.fun/eleven-sports-2-4.m3u8
Eleven sports,https://stream1.freetv.fun/eleven-sports-2---rec-1.m3u8
Eleven sports,https://stream1.freetv.fun/eleven-sports-3-1.m3u8
Eleven sports,https://stream1.freetv.fun/eleven-sports-4-1.m3u8
Eleven sports,https://stream1.freetv.fun/eleven-sports-4---rec-1.m3u8
Eleven sports,https://stream1.freetv.fun/eleven-sports-5-1.m3u8
Eleven sports,https://stream1.freetv.fun/eleven-sports-5---rec-1.m3u8
Eleven Sports1,https://stream1.freetv.fun/eleven-sports-1-1.m3u8
Eleven Sports1,https://stream1.freetv.fun/eleven-sports-1-pl-1.m3u8
Eleven Sports2,https://stream1.freetv.fun/eleven-sports-2-1.m3u8
Eleven Sports2,https://stream1.freetv.fun/eleven-sports-2-pl-1.m3u8
ELEVEN1,http://198.16.100.90:8278/golfchannel_twn/playlist.m3u8?tid=MFBF2798068027980680&ct=18393&tsum=d8204023f67120512c75a8882f121120
momo綜合,rtmp://f13h.mine.nu/sat/tv761
momo綜合,rtmp://f13h.mine.nu:1935/sat/tv761
Red Bull TV HD,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_6660.m3u8
Red Bull TV HD,https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8
Red Bull TV HD,https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_3360.m3u8
Red Bull TV HD,https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_6660.m3u8
紅牛RedBull,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8
紅牛RedBull,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8
博斯高球,https://stream1.freetv.fun/bo-si-gao-qiu-1.m3u8
博斯無限,https://stream1.freetv.fun/bo-si-wu-xian-1.m3u8
博斯無限,https://stream1.freetv.fun/bo-si-wu-xian-er-1.m3u8
博斯運動,https://stream1.freetv.fun/bo-si-yun-dong-yi-1.m3u8
博斯網球,https://stream1.freetv.fun/bo-si-wang-qiu-3.m3u8
博斯魅力,https://stream1.freetv.fun/bo-si-mei-li-4.m3u8
緯來體育,https://stream1.freetv.fun/wei-lai-ti-yu-1.m3u8
緯來體育,https://stream1.freetv.fun/wei-lai-ti-yu-6.m3u8
緯來體育,rtmp://f13h.mine.nu/sat/tv771
緯來體育,rtmp://f13h.mine.nu:1935/sat/tv721
🎠卡通🤹兒童,#genre#
25V0104版,
CN卡通,https://stream1.freetv.fun/a233342ac4ca20aeacfad89c789bcfe67e8175b92854955fc1e7341bfe63e027.m3u8
cn卡通,https://stream1.freetv.fun/dc12110f04c56c92bb85c7d092ae8f56bd4191d8bcb0d205575d3135985a0b41.m3u8
CN卡通頻道,https://stream1.freetv.fun/cnqia-tong-1.m3u8
CN卡通頻道,https://stream1.freetv.fun/cnqia-tong-3.m3u8
i-Fun 動漫台,http://aktv.top/AKTV/live/aktv2/ifun/AKTV.m3u8
七龍珠,http://huanqiuzhibo.cn/manifest/huya.php?id=11601966
卡Animax(HK),http://aktv.top/AKTV/live/aktv3/animaxhk/AKTV.m3u8
名偵探柯南,http://epg.112114.xyz/douyu/7620081
東森幼幼,https://stream1.freetv.fun/ca6603ca7e76e2c77dd289279ac0d6312096c3ceb3b1747dbc745634ce01ffcd.m3u8
東森幼幼,https://stream1.freetv.fun/dong-sen-you-you-2.m3u8
東森幼幼[geo-blocked],https://stream1.freetv.fun/dong-sen-you-you-6.m3u8
哆啦A夢,http://huanqiuzhibo.cn/manifest/huya.php?id=11601963
哆啦A夢①,http://epg.112114.xyz/douyu/9445279
是腦洞君君君,http://epg.112114.xyz/douyu/9360149
海綿寶寶,http://epg.112114.xyz/douyu/1569773
鬥魚動畫,http://epg.112114.xyz/douyu/7528160
動漫輪播-②,http://epg.112114.xyz/douyu/1487654
經典動漫輪播5,http://epg.112114.xyz/douyu/5187099
靖天卡通,https://stream1.freetv.fun/jing-tian-qia-tong-3.m3u8
靖天育樂,https://stream1.freetv.fun/jing-tian-yu-le-2.m3u8
靖天歡樂臺,https://stream1.freetv.fun/jing-tian-huan-le-2.m3u8
貓和老鼠,http://huanqiuzhibo.cn/manifest/huya.php?id=11352879
獵人X獵人,http://epg.112114.xyz/douyu/6610883
灌籃高手,http://jiaojirentv.top/2020/yy.php?id=1382735626
🐘動物🌴知識,#genre#
25V0104版,
BBC Earth(tw),https://stream1.freetv.fun/ying-guo-bbcearth-1.m3u8
discovery channel,https://stream1.freetv.fun/6a9357630adb8e0e9030f25b82de1e753361d6c822c33094a27c8462eadb6ae3.m3u8
discovery channel,https://stream1.freetv.fun/a4647428b4bd14273bf829e2277b365987850d02887c7fd05865b1a621351853.m3u8
Discovery Channel,https://stream1.freetv.fun/ce51bcee50596254d9ae5f250cd2f9214f1c5d8c28fc2d8b5ba292bde3051c15.m3u8
DISCOVERY Channel,https://stream1.freetv.fun/discovery-channel-1.m3u8
DISCOVERY Channel,https://stream1.freetv.fun/discovery-channel-12.m3u8
DISCOVERY Channel,https://stream1.freetv.fun/discovery-channel-14.m3u8
DISCOVERY Channel,https://stream1.freetv.fun/discovery-channel-20.m3u8
DISCOVERY Channel,https://stream1.freetv.fun/discovery-channel-4.m3u8
DISCOVERY Channel,https://stream1.freetv.fun/discovery-channel-5.m3u8
DISCOVERY Channel,https://stream1.freetv.fun/discovery-channel-cee-1.m3u8
Discovery(TW),https://stream1.freetv.fun/ca-discovery-channel-1.m3u8
Discovery(TW),https://stream1.freetv.fun/discovery-h-h-2.m3u8
Discovery(TW),https://stream1.freetv.fun/discovery-theater-2.m3u8
Discovery(TW),https://stream1.freetv.fun/us-discovery-channel-1.m3u8
HGTV(TW),https://stream1.freetv.fun/ca-hgtv-1.m3u8
HGTV(TW),https://stream1.freetv.fun/us-hgtv-1.m3u8
Love Nature,https://stream1.freetv.fun/ca-love-nature-1.m3u8
Love Nature,https://stream1.freetv.fun/love-nature-1.m3u8
Love Nature,https://stream1.freetv.fun/love-nature-10.m3u8
Love Nature,https://stream1.freetv.fun/love-nature-11.m3u8
Love Nature,https://stream1.freetv.fun/love-nature-13.m3u8
Love Nature,https://stream1.freetv.fun/love-nature-14.m3u8
Love Nature,https://stream1.freetv.fun/love-nature-15.m3u8
Love Nature,https://stream1.freetv.fun/love-nature-16.m3u8
Love Nature,https://stream1.freetv.fun/love-nature-2.m3u8
Love Nature,https://stream1.freetv.fun/love-nature-3.m3u8
Love Nature,https://stream1.freetv.fun/love-nature-4.m3u8
Love Nature,https://stream1.freetv.fun/love-nature-4k-1.m3u8
Love Nature,https://stream1.freetv.fun/lovenature4k-3.m3u8
Love Nature,https://stream1.freetv.fun/lovenature4k-4.m3u8
Love Nature,https://stream1.freetv.fun/love-nature-5.m3u8
Love Nature,https://stream1.freetv.fun/love-nature-6.m3u8
Love Nature,https://stream1.freetv.fun/love-nature-9.m3u8
Love Nature,https://stream1.freetv.fun/love-nature-hd-1.m3u8
Love Nature[geo-blocked],https://stream1.freetv.fun/love-nature-12.m3u8
Love Nature[geo-blocked],https://stream1.freetv.fun/love-nature-7.m3u8
Love Nature[geo-blocked],https://stream1.freetv.fun/love-nature-8.m3u8
Love Nature[geo-blocked],https://stream1.freetv.fun/love-nature-en-espanol-1.m3u8
Smithsonian Channel,https://stream1.freetv.fun/us-smithsonian-channel-1.m3u8
探Love Nature HD,http://aktv.top/AKTV/live/aktv2/lovenaturehd/AKTV.m3u8
探Love Nature HD,http://aktv.top/AKTV/live/aktv3/lovenaturehd/AKTV.m3u8
探viutv 99,http://aktv.top/AKTV/live/aktv2/viutv99/AKTV.m3u8
⛅新聞頻道,#genre#
25V0104版,
TVBS ASIA,https://stream1.freetv.fun/2d5a88bb22520eef5d1e98c1d936de3d4e303d6714ce4726ec16bedaeaa36570.m3u8
TVBS Asia,https://stream1.freetv.fun/3755f66478283ddf741976fcab316095c250fd57b92808527623d76ff2861730.m3u8
TVBS ASIA,https://stream1.freetv.fun/5a48fe60d12e31c8e4d9218dc7ffc232915412e89cfb9336da015b1dedbeeb27.m3u8
tvbs asia,https://stream1.freetv.fun/bec78e286aac6635512a9f28b62fd31b8e95a4a6c3d14cfb31cc3924b0f4725c.m3u8
TVBS ASIA,https://stream1.freetv.fun/c13f79389d8a4886d024cbef69d9babcc71a01fbf983e292302431ed864269d3.m3u8
TVBS ASIA,https://stream1.freetv.fun/e004a44a4c94c53ba21f4d58cb8398f067869592514532b56d869f743ff3258b.m3u8
TVBS ASIA,https://stream1.freetv.fun/ea2602891dfe38c21f5ff16a82b9e345b66ed9f285d9cee58c5519c5660df200.m3u8
TVBS ASIA,https://stream1.freetv.fun/fb0cb2fa9b4ab600b222bcff31c87c5534007ef340cc7d7518d42afea65f6c3d.m3u8
TVBS,http://aktv.top/AKTV/live/aktv/tvbs/AKTV.m3u8
tvbs,https://stream1.freetv.fun/1f12cb14745f743ccca1433e22f418c19224a0d4610c6edce055b0fa399b8b6a.m3u8
tvbs,https://stream1.freetv.fun/8367c93681f2d6627b3575b8919e7df4a246630f0640fbf2ccb3f1aa0ff740a4.m3u8
TVBS新聞台,http://61.221.215.25:8800/hls/9/index.m3u8
TVBS-新聞台,http://aktv.top/AKTV/live/aktv/tvbs-1/AKTV.m3u8
八大戲劇台,http://61.221.215.25:8800/hls/39/index.m3u8
三立新聞,https://stream1.freetv.fun/e12a5ecb3e0328b72c684ffe48cb7382b9b3e283c0c99492612b5af06b539153.m3u8
三立新聞,https://stream1.freetv.fun/san-li-xin-wen-6.m3u8
中天亞洲台,http://aktv.top/AKTV/live/aktv/null-12/AKTV.m3u8
中天新聞,https://stream1.freetv.fun/zhong-tian-xin-wen-1.m3u8
中天新聞台,http://aktv.top/AKTV/live/aktv/null-8/AKTV.m3u8
中視新聞,https://stream1.freetv.fun/279682439ae7d95097abfcd5111fd366ad5be7cf7a2b80b9b2587cd19761521f.m3u8
中視新聞,https://stream1.freetv.fun/zhong-shi-xin-wen-4.m3u8
中視新聞台,http://aktv.top/AKTV/live/aktv/null-10/AKTV.m3u8
日本全天新聞,http://aktv.top/AKTV/live/aktv/null-13/AKTV.m3u8
台視新聞 HD,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
台視新聞 HD,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
台視新聞 HD,http://38.64.72.148/hls/modn/list/4013/playlist.m3u8
台視新聞,https://stream1.freetv.fun/1e6f4fea556314599d76bcf7a81101aa774142e1bd344e2354f552f5ca2ea562.m3u8
台視新聞,https://stream1.freetv.fun/2cd7d95623d15269907381c4334b4472875d13eb3d29b2e59dd6f4c25ac9e78a.m3u8
台視新聞,https://stream1.freetv.fun/323de3953f32eaf0c224d78f1db77be185fa7ce9245786b3bd95d462d86d08d8.m3u8
台視新聞,https://stream1.freetv.fun/3494a155d6e7afad40f588196589dc0504ac51f3ba233b6338181e20b7e5428b.m3u8
台視新聞,https://stream1.freetv.fun/3e712c7facb3dbae8eebf29e560978e03f3711827b09e8a4f2ae7f346673716f.m3u8
台視新聞,https://stream1.freetv.fun/4c8adef47c01115677bc13b65593946135e6fe8c470fad1db810248c3ca10150.m3u8
台視新聞,https://stream1.freetv.fun/784ae05fb9ac11addbb721a62d2ac99848c7ce019b5ede7f8faa8bc2c6e5de6f.m3u8
台視新聞,https://stream1.freetv.fun/7e38e8d94c527c78eb0b414d29e8100d0bf3f90d5c73ce799795fe3785675319.m3u8
台視新聞,https://stream1.freetv.fun/84bd51e83b43802f2624c730b0fb47c23e165aa46dc85122678d745ed1a8a2b0.m3u8
台視新聞,https://stream1.freetv.fun/9c01d60667916853d9729b3f653cadc718828c7976a0844bcbeb1f90d6e25212.m3u8
台視新聞,https://stream1.freetv.fun/a68a66899669d90058ad8baacda8c9e59ba8b2c5ab1fb74e50ac7d3bc971e25b.m3u8
台視新聞,https://stream1.freetv.fun/b9fa8d19fa8492880b9c9f66eca6111adf20aee719d3cb1e4a027168ca382510.m3u8
台視新聞,https://stream1.freetv.fun/d3230731a96387dccb11e86bafb66b5715c55e8b3033cbf183d4972995cea362.m3u8
台視新聞,https://stream1.freetv.fun/d8108ac365f78a8a9a4987c625b145350ea69a0572ff6d74bb721820f2420525.m3u8
台視新聞,https://stream1.freetv.fun/e44275a32f95c673d1f2a0084465ae30047704adb964b0efc00b7d7057c512f3.m3u8
台視新聞,https://stream1.freetv.fun/eac1d72af640b2368193c724070f1cceb6892b6cb329e871864697f1905af047.m3u8
台視新聞,https://stream1.freetv.fun/f860d9c0db6439c0bacd9a76f24d9d18ce57a7c6b44826832f890f0f9b5840a5.m3u8
台視新聞,https://stream1.freetv.fun/tai-shi-xin-wen-10.m3u8
台視新聞,https://stream1.freetv.fun/tai-shi-xin-wen-11.m3u8
台視新聞,https://stream1.freetv.fun/tai-shi-xin-wen-12.m3u8
台視新聞,https://stream1.freetv.fun/tai-shi-xin-wen-15.m3u8
台視新聞,https://stream1.freetv.fun/tai-shi-xin-wen-16.m3u8
台視新聞,https://stream1.freetv.fun/tai-shi-xin-wen-18.m3u8
台視新聞,https://stream1.freetv.fun/tai-shi-xin-wen-19.m3u8
台視新聞,https://stream1.freetv.fun/tai-shi-xin-wen-20.m3u8
台視新聞,https://stream1.freetv.fun/tai-shi-xin-wen-4.m3u8
台視新聞,https://stream1.freetv.fun/tai-shi-xin-wen-6.m3u8
台視新聞,https://stream1.freetv.fun/tai-shi-xin-wen-9.m3u8
民視新聞 HD,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民視新聞 hd,https://stream1.freetv.fun/327c04d14d84294b71f2f6d67abb2565bc8313d24eb4190dfa2c5e6e5ab1428f.m3u8
民視新聞 hd,https://stream1.freetv.fun/b63bf1df7bf1e2c47a873d3987c2d59a08d8e4dfed1e197bce7e791eb64eb16e.m3u8
民視新聞 HD,https://stream1.freetv.fun/min-shi-xin-wen-2.m3u8
民視新聞,https://stream1.freetv.fun/0c80cda59e31ab1b748fe8ab0d6b89877f0a36e117d4f0f1a3814aa1d015f4f4.m3u8
民視新聞,https://stream1.freetv.fun/5894b8838d821283efe476fc68f07338f39c2d48776be1326f3d378cc73aa9e0.m3u8
民視新聞,https://stream1.freetv.fun/59efca9eea64079ba2ac54830e73469d9a1027e2dfd67d768bd4206567866cdb.m3u8
民視新聞,https://stream1.freetv.fun/7270ae89dc1f30cfec2c03d01b6e2fbc50863f60936b534814dfd28caa72181e.m3u8
民視新聞,https://stream1.freetv.fun/be0059a28435e07a197e50fc5ec086b9e2e11b154e5035012c8a47f58d334473.m3u8
民視新聞,https://stream1.freetv.fun/c5164ddd2983de1b83d87250bb921836d47363c90dc4643440e92060c18e98e6.m3u8
民視新聞,https://stream1.freetv.fun/min-shi--xin-wen-1.m3u8
民視新聞,https://stream1.freetv.fun/min-shi-xin-wen-11.m3u8
民視新聞,https://stream1.freetv.fun/min-shi-xin-wen-13.m3u8
民視新聞,https://stream1.freetv.fun/min-shi-xin-wen-14.m3u8
民視新聞,https://stream1.freetv.fun/min-shi-xin-wen-15.m3u8
民視新聞,https://stream1.freetv.fun/min-shi-xin-wen-18.m3u8
民視新聞,https://stream1.freetv.fun/min-shi-xin-wen-7.m3u8
民視新聞,https://stream1.freetv.fun/min-shi-xin-wen-8.m3u8
民視新聞,https://stream1.freetv.fun/min-shi-xin-wen-9.m3u8
民視新聞台,https://stream1.freetv.fun/37de02efb12a4dc05e13814405a580e6f46b091c993c411e7a95bcac4c41e9b0.m3u8
年代新聞,https://stream1.freetv.fun/28f2a175c45cd3d6885a0432398d36f149c45c516575d0da8a4312b445351c10.m3u8
年代新聞HD,https://stream1.freetv.fun/nian-dai-xin-wen-1.m3u8
年代新聞HD,https://stream1.freetv.fun/nian-dai-xin-wen-6.m3u8
亞洲新聞台,http://aktv.top/AKTV/live/aktv3/null-3/AKTV.m3u8
東森亞洲新聞,https://stream1.freetv.fun/dong-sen-mei-zhou-xin-wen-1.m3u8
東森美洲新聞,https://stream1.freetv.fun/fa34408ed30b39c93655467bd2bf33e33295f5c28a16ca17dce40d8feacaf17a.m3u8
東森財經,https://stream1.freetv.fun/dong-sen-cai-jing-1.m3u8
東森財經FHD,https://stream1.freetv.fun/dong-sen-cai-jing-4.m3u8
東森財經新聞,https://stream1.freetv.fun/dong-sen-cai-jing-xin-wen-1.m3u8
東森新聞,http://aktv.top/AKTV/live/aktv2/null/AKTV.m3u8
東森新聞,https://stream1.freetv.fun/dong-sen-xin-wen-5.m3u8
東森新聞美洲台,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
非凡商業,https://stream1.freetv.fun/fei-fan-shang-ye-2.m3u8
非凡新聞,rtmp://f13h.mine.nu/sat/tv581
非凡新聞HD,https://stream1.freetv.fun/fei-fan-xin-wen-7.m3u8
娛樂新聞台,http://aktv.top/AKTV/live/aktv/hk/AKTV.m3u8
壹新聞,https://stream1.freetv.fun/yi-xin-wen-2.m3u8
無線新聞台(北美),http://aktv.top/AKTV/live/aktv2/null-1/AKTV.m3u8
華視新聞,https://stream1.freetv.fun/7f1bc8d86c0bf0997ff69c8cf08e65bd9a49820ca0ed25cdcc2d80fbc56860da.m3u8
華視新聞FHD,https://stream1.freetv.fun/hua-shi-xin-wen-5.m3u8
華視新聞台,http://aktv.top/AKTV/live/aktv/null-11/AKTV.m3u8
靖天資訊,https://stream1.freetv.fun/jing-tian-zi-xun-2.m3u8
臺視HD,https://stream1.freetv.fun/tai-shi-2.m3u8
臺視HD,https://stream1.freetv.fun/tai-shi-3.m3u8
臺視HD,rtmp://f13h.mine.nu/sat/tv071
臺視HD,rtmp://f13h.mine.nu:1935/sat/tv071
臺視財經臺,https://stream1.freetv.fun/tai-shi-cai-jing-1.m3u8
臺視新聞,https://stream1.freetv.fun/tai-shi-xin-wen-13.m3u8
臺視新聞,https://stream1.freetv.fun/tai-shi-xin-wen-14.m3u8
臺視新聞,https://stream1.freetv.fun/tai-shi-xin-wen-17.m3u8
臺視新聞臺,https://stream1.freetv.fun/tai-shi-xin-wen-1.m3u8
臺視新聞臺,https://stream1.freetv.fun/tai-shi-xin-wen-2.m3u8
臺視新聞臺,https://stream1.freetv.fun/tai-shi-xin-wen-22.m3u8
臺視新聞臺,https://stream1.freetv.fun/tai-shi-xin-wen-5.m3u8
寰宇新聞台,http://aktv.top/AKTV/live/aktv/null-9/AKTV.m3u8
寰宇新聞台灣臺,https://stream1.freetv.fun/huan-yu-xin-wen-tai-wan-1.m3u8
寰宇新聞台灣臺,https://stream1.freetv.fun/huan-yu-xin-wen-tai-wan-2.m3u8
龍華電影,https://stream1.freetv.fun/1178a02eb676ee58293691fdc19fed767b2dc61d866c1fee41447a8503ec0253.m3u8
鏡新聞,https://stream1.freetv.fun/xin-wen-1.m3u8
鏡新聞Mnews,https://epg.pw/stream/495154de63dcea2a3028c43323b8c41fcba189c3de87d1d8232e7edd6b5e9856.m3u8
♬♭MV音樂♪,#genre#
25V0104版,
V2BEAT,http://de1se01.v2beat.live/playlist.m3u8
歌團★021,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239808028600.mp4
歌團★023,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240150331617.mp4
歌團★024,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239809100782.mp4
歌團★026,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240033362815.mp4
歌團★027,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240151167938.mp4
歌團★028,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240035466345.mp4
歌團★029,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239811800375.mp4
歌團★030,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239916285148.mp4
歌團★031,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239927589941.mp4
歌團★032,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239931661209.mp4
歌團★033,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240171579858.mp4
歌團★034,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239831144046.mp4
歌團★035,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240056530470.mp4
歌團★036,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239832040344.mp4
歌團★037,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240173879894.mp4
歌團★038,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240057078179.mp4
歌團★039,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239936685999.mp4
歌團★040,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240059018784.mp4
歌團★041,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239834324813.mp4
歌團★042,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239834716201.mp4
歌團★043,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239837532125.mp4
歌團★044,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240179867562.mp4
歌團★045,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240063650207.mp4
歌團★046,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240181243061.mp4
歌團★047,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240181363115.mp4
歌團★048,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239944465251.mp4
歌團★051,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240065838644.mp4
歌團★052,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239945877111.mp4
歌團★053,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240184339138.mp4
歌團★054,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239842640589.mp4
歌團★055,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240186067562.mp4
歌團★056,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240187071401.mp4
歌團★057,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240069974546.mp4
歌團★058,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240070346911.mp4
歌團★059,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240070818783.mp4
歌團★060,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239846692034.mp4
歌團★061,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239951329234.mp4
歌團★062,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240191295627.mp4
歌團★063,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240026585459.mp4
歌團★064,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240192067467.mp4
歌團★065,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239911732892.mp4
歌團★066,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240196491782.mp4
歌團★067,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239960909980.mp4
歌團★068,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240017737344.mp4
歌團★069,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240202339353.mp4
歌團★070,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240203243765.mp4
歌團★071,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240205555546.mp4
歌團★072,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239983417489.mp4
歌團★074,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240221687198.mp4
歌團★075,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240222023079.mp4
歌團★076,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240107150280.mp4
歌團★077,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240224523227.mp4
歌團★078,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239987569147.mp4
歌團★079,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240225803033.mp4
歌團★080,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239989445779.mp4
歌團★081,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240229579224.mp4
歌團★082,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239993533054.mp4
歌團★083,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239994225085.mp4
歌團★084,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239994741288.mp4
